Rk,Gcar,Gtm,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Player,PlayerID
7,25,38,May 7,ATH,,SEA,,,,1,1,2,0,0,0,0,0,0,0.93,2.69,5,14,10,1,2,3,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.63,0.034,0.79,,0.47,1.05,3,,,Grant Holman,holmagr01
8,26,40,May 10,ATH,,NYY,,,,2,1.1,1,0,0,0,1,0,0,0.82,2.56,5,22,13,2,2,2,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.42,0.039,0.45,,0.56,8.4,13,,,Grant Holman,holmagr01
9,27,42,May 13,ATH,@,LAD,,,,2,1,1,0,0,0,0,0,0,0.75,2.6,4,18,13,4,2,1,3,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.03,0.002,0.03,,0.48,1.65,3,,,Grant Holman,holmagr01
,,,,,,,,,,1.4,12,10,2,1,2,6,0,0,0.75,2.6,46,168,,,,1,,,,0,,0,,0,0,0,44,0,0,0,2,0,0,1.43,0.192,1.58,,3.94,45.8,75,,,Grant Holman,holmagr01
1,312,1,Mar 27,NYM,@,HOU,,,,99,4.2,5,3,2,4,4,0,1,3.86,4.6,23,89,53,16,6,10,4,3,0,0,44,,,0,0,0,18,0,0,0,1,0,0,0.93,-0.139,0.85,,-0.82,8.5,20,,,Clay Holmes,holmecl01
2,313,6,Apr 2,NYM,@,MIA,,,,5,4.2,6,2,1,2,6,0,0,2.89,3.21,23,85,55,15,6,10,5,4,1,0,50,,,0,0,0,20,0,0,0,0,1,0,1.19,-0.012,1.21,,0.25,15.7,29,,,Clay Holmes,holmecl01
3,314,11,Apr 8,NYM,,MIA,,,,5,5.1,5,4,4,3,10,0,0,4.3,2.42,23,87,56,20,13,0,10,5,1,0,49,,,0,1,0,20,1,0,0,0,0,0,0.95,-0.005,1.09,,-0.5,23.2,40,,,Clay Holmes,holmecl01
4,315,16,Apr 14,NYM,@,MIN,,,,5,5,2,1,1,2,8,0,1,3.66,2.24,20,90,54,12,11,5,4,4,0,0,65,,,0,0,0,16,0,1,0,0,1,0,1.32,0.137,1.43,,1.52,26.25,42,,,Clay Holmes,holmecl01
5,316,22,Apr 20,NYM,,STL,,,,5,6,4,1,1,2,6,0,0,3.16,2.21,24,91,58,18,9,8,8,3,0,0,64,,,0,0,0,22,1,0,0,0,0,0,1.14,0.249,1.36,,1.88,19.9,37,,,Clay Holmes,holmecl01
6,317,27,Apr 26,NYM,@,WSN,,,,5,5,4,0,0,0,2,0,0,2.64,2.22,18,70,44,15,5,12,4,2,1,0,61,,,0,0,0,18,0,0,0,1,0,0,0.87,0.281,1.14,,2.43,16.85,27,,,Clay Holmes,holmecl01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clay Holmes,holmecl01
7,318,33,May 2,NYM,@,STL,,,,5,6,8,3,3,0,3,0,0,2.95,2.2,25,92,63,20,4,8,14,8,2,0,47,,,2,1,0,25,1,0,0,0,0,0,1.06,-0.035,1.32,,0.03,12.7,28,,,Clay Holmes,holmecl01
8,319,39,May 9,NYM,,CHC,,,,6,6,3,1,1,3,5,1,0,2.74,2.61,22,93,56,19,8,9,5,2,0,0,64,,,0,1,0,19,1,0,0,1,0,0,0.61,0.173,0.79,,1.88,21.9,40,,,Clay Holmes,holmecl01
,,,,,,,,,,5.1,42.2,37,15,13,16,44,1,2,2.74,2.61,178,697,,,,1.15,,,,0,56,,,2,3,0,158,4,1,0,3,2,0,1.01,0.649,1.15,,6.66,145,263,,,Clay Holmes,holmecl01
1,92,5,Apr 1,STL,,LAA,,,,99,6,6,3,3,0,4,0,0,4.5,1.77,22,77,53,14,4,9,9,7,1,0,52,,,0,1,0,22,2,0,0,1,0,0,0.88,-0.041,0.9,,0.03,11.9,25,,,Matthew Liberatore*,liberma01
2,93,10,Apr 7,STL,@,PIT,,,,5,6.1,8,5,5,0,7,1,0,5.84,2.37,27,89,66,18,12,10,10,3,0,0,44,,,0,1,0,27,1,0,0,0,0,1,0.5,-0.175,0.46,,-0.96,13.45,25,,,Matthew Liberatore*,liberma01
3,94,15,Apr 13,STL,,PHI,,,,5,6,3,0,0,1,7,0,0,3.93,2.01,22,88,54,14,14,4,10,3,1,0,72,,,1,0,0,21,0,0,0,0,0,0,1,0.341,0.87,,3.03,29.1,49,,,Matthew Liberatore*,liberma01
4,95,21,Apr 19,STL,@,NYM,,,,5,6.2,6,2,2,1,6,0,0,3.6,1.94,27,100,66,13,12,9,11,5,2,0,59,,,1,0,0,26,2,0,0,0,0,0,0.69,0.015,0.58,,1.14,18.8,36,,,Matthew Liberatore*,liberma01
5,96,26,Apr 25,STL,,MIL,,,,5,6,5,2,1,0,4,0,0,3.19,1.91,23,89,58,16,9,12,7,4,1,0,60,,,0,0,0,23,2,0,0,0,0,0,0.84,0.18,0.61,,1.41,20.5,37,,,Matthew Liberatore*,liberma01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew Liberatore*,liberma01
6,97,32,May 1,STL,@,CIN,,,,5,3,2,2,2,1,2,1,0,3.44,2.37,12,42,28,11,2,3,6,2,0,0,48,,,1,0,0,11,0,0,0,0,0,0,0.82,-0.058,0.66,,-0.39,4.95,9,,,Matthew Liberatore*,liberma01
7,98,37,May 6,STL,,PIT,,,,4,7,3,1,1,3,8,0,0,3.07,2.32,27,99,70,21,16,8,8,3,0,0,72,,,1,0,0,24,1,0,0,0,0,0,1.12,0.271,0.88,,2.54,30.15,52,,,Matthew Liberatore*,liberma01
8,99,42,May 12,STL,@,PHI,,,,5,5.1,7,2,2,1,4,0,0,3.11,2.3,24,80,56,11,10,8,11,5,0,0,49,,,0,0,0,23,1,0,0,0,0,0,1.21,-0.09,1.38,,0.09,11.2,22,,,Matthew Liberatore*,liberma01
,,,,,,,,,,4.9,46.1,40,17,16,7,42,2,0,3.11,2.3,184,664,,,,0.88,,,,0,57,,,4,2,0,177,9,0,0,1,0,1,0.88,0.443,0.79,,6.89,140.05,255,,,Matthew Liberatore*,liberma01
1,75,1,Mar 27,CLE,@,KCR,,,,99,5,4,3,3,0,3,1,0,5.4,4.5,19,67,49,13,5,3,13,3,4,0,50,,,1,0,0,19,1,0,0,0,0,0,0.88,-0.081,0.89,,-0.48,8.85,15,,,Ben Lively,livelbe01
2,76,6,Apr 2,CLE,@,SDP,,,,5,4.1,7,4,4,2,4,1,0,6.75,5.03,21,86,55,13,5,6,9,2,0,0,35,,,2,0,0,19,0,0,0,1,0,0,0.72,-0.21,0.65,,-2,4.35,13,,,Ben Lively,livelbe01
3,77,10,Apr 8,CLE,,CHW,,,,5,5,2,0,0,3,4,0,0,4.4,4.43,17,80,46,17,6,5,5,2,2,0,64,,,1,1,0,14,0,0,0,2,0,0,1.06,0.277,0.95,,2.44,16.25,27,,,Ben Lively,livelbe01
4,78,15,Apr 13,CLE,,KCR,,,,4,6,7,4,4,2,5,1,0,4.87,4.48,24,93,63,15,10,5,12,5,1,0,45,,,0,0,0,22,2,0,0,2,0,0,1,-0.211,1.18,,-1.07,10.1,21,,,Ben Lively,livelbe01
5,79,20,Apr 19,CLE,@,PIT,,,,5,5.1,4,0,0,1,3,0,0,3.86,4.08,21,90,57,14,4,5,12,6,1,0,62,,,1,0,0,20,1,0,0,0,0,0,1.15,0.185,1.19,,1.87,19,31,,,Ben Lively,livelbe01
6,80,25,Apr 26(1),CLE,,BOS,,,,6,5,6,4,4,3,4,2,0,4.4,4.8,24,104,65,17,2,6,11,3,0,0,40,,,0,0,0,21,1,0,0,0,0,0,1.19,-0.126,1.41,,-1.56,5.85,15,,,Ben Lively,livelbe01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben Lively,livelbe01
7,81,31,May 1,CLE,,MIN,,,,4,5.2,5,0,0,0,2,0,0,3.72,4.42,22,91,62,14,6,5,15,4,0,0,61,,,0,0,0,22,2,0,0,0,0,0,1.15,0.328,1.39,,2.83,13.75,23,,,Ben Lively,livelbe01
8,82,36,May 6(2),CLE,@,WSN,,,,4,5.1,2,1,1,2,3,1,0,3.46,4.57,18,63,39,10,5,5,8,2,1,0,61,,,1,1,0,16,0,0,0,0,0,0,0.94,0.215,1.07,,1.66,17.6,28,,,Ben Lively,livelbe01
9,83,41,May 12,CLE,,MIL,,,,5,3,1,0,0,2,1,0,0,3.22,4.56,12,45,24,8,1,1,8,4,2,0,56,,,1,0,0,10,1,0,0,0,0,0,0.84,0.152,0.97,,1.47,6.95,12,,,Ben Lively,livelbe01
,,,,,,,,,,4.8,44.2,38,16,16,15,29,6,0,3.22,4.56,178,719,,,,0.44,,,,0,53,,,7,2,0,163,8,0,0,5,0,0,1,0.529,1.09,,5.16,102.7,185,,,Ben Lively,livelbe01
1,241,3,Mar 30,CIN,,SFG,,,,99,6,4,4,4,1,5,2,0,6,6.27,23,83,54,14,7,4,13,4,2,0,52,,,0,0,0,22,2,0,0,0,0,0,0.85,-0.101,0.83,,-0.79,12.5,21,,,Nick Martinez,martini01
2,242,8,Apr 4,CIN,@,MIL,,,,4,4.2,5,3,3,2,2,1,0,5.91,6.29,21,92,51,15,7,6,11,5,1,0,42,,,1,1,0,19,1,0,0,0,0,1,0.9,-0.083,0.75,,-0.66,4.3,11,,,Nick Martinez,martini01
3,243,13,Apr 9,CIN,@,SFG,,,,4,5.2,7,4,4,1,8,0,0,6.06,4.39,25,93,65,19,10,5,11,8,1,0,46,,,0,0,0,24,3,1,0,0,0,0,0.79,0.077,0.67,,-0.4,15.95,29,,,Nick Martinez,martini01
4,244,18,Apr 16,CIN,,SEA,,,,6,4.2,7,4,3,3,4,1,0,6,4.77,24,83,55,12,9,4,13,6,3,0,37,,,2,1,0,21,3,0,0,0,0,1,0.81,-0.171,0.74,,-1.78,6.5,17,,,Nick Martinez,martini01
5,245,24,Apr 22,CIN,@,MIA,,,,5,5.2,5,2,2,2,4,0,0,5.4,4.34,22,79,46,8,11,6,10,3,2,0,53,,,0,1,0,20,2,0,0,0,0,0,1.04,0.086,0.9,,0.91,12.55,23,,,Nick Martinez,martini01
6,246,29,Apr 28,CIN,,STL,,,,5,6,5,1,1,2,3,0,0,4.68,4.11,22,76,45,14,5,7,10,5,1,0,59,,,0,0,0,20,3,0,0,3,0,0,1.18,0.263,1.3,,2.22,17.3,34,,,Nick Martinez,martini01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Martinez,martini01
7,247,35,May 4,CIN,,WSN,,,,5,6,4,1,1,0,6,0,0,4.19,3.65,22,86,56,16,12,7,9,4,1,0,66,,,0,0,0,21,2,0,0,0,1,0,0.99,0.259,1,,2.22,21.1,37,,,Nick Martinez,martini01
8,248,40,May 9,CIN,@,HOU,,,,4,6,10,3,3,0,5,0,0,4.23,3.35,26,84,55,11,10,10,11,4,3,0,45,,,0,0,1,25,4,0,0,0,0,0,0.83,-0.073,0.69,,-0.12,11.5,28,,,Nick Martinez,martini01
,,,,,,,,,,4.7,44.2,47,22,21,11,37,4,0,4.23,3.35,185,676,,,,0.56,,,,0,50,,,3,3,1,172,20,1,0,3,1,2,0.92,0.257,0.85,,1.6,101.7,200,,,Nick Martinez,martini01
1,5,35,May 4(2),STL,,NYM,,,,99,5.2,1,0,0,1,5,0,1,0,2.4,20,80,50,14,8,5,8,3,2,0,,3,0,0,0,0,18,0,0,0,0,0,0,1.64,0.7,1.18,,4.11,24.95,38,,,Michael McGreevy,mcgremi01
,,,,,,,,,,,5.2,1,0,0,1,5,0,1,0,2.4,20,80,,,,0.63,,,,0,,3,,0,0,0,18,0,0,0,0,0,0,1.64,0.7,1.18,,4.11,24.95,38,,,Michael McGreevy,mcgremi01
1,269,3,Mar 30,PHI,@,WSN,,,,99,5.1,6,5,5,0,8,2,1,8.44,5.54,23,95,61,17,13,6,8,2,1,0,44,,,0,0,0,21,1,0,0,0,0,0,0.74,-0.171,0.78,,-2.34,13.8,25,,,Aaron Nola,nolaaa01
2,270,8,Apr 5,PHI,,LAD,,,,5,6,7,3,3,1,2,2,0,6.35,6.46,25,97,61,20,9,11,11,3,1,0,47,,,0,0,0,24,1,0,0,1,0,0,0.89,-0.049,0.99,,0,6.7,19,,,Aaron Nola,nolaaa01
3,271,13,Apr 11,PHI,@,STL,,,,5,5,5,2,2,4,7,0,0,5.51,5.31,24,93,56,15,12,7,6,2,3,0,52,,,2,0,0,20,1,0,0,0,0,0,1.39,0,1.52,,0.53,15.85,30,,,Aaron Nola,nolaaa01
4,272,18,Apr 16,PHI,,SFG,,,,4,5.1,9,7,6,4,8,0,0,6.65,4.58,28,99,68,22,12,9,7,5,0,0,28,,,0,1,0,24,2,0,0,0,0,0,1.1,-0.381,1.23,,-3.57,8.2,22,,,Aaron Nola,nolaaa01
5,273,23,Apr 21,PHI,@,NYM,,,,4,6.1,7,4,4,2,6,2,0,6.43,4.96,26,101,64,18,10,8,10,5,1,0,47,,,0,0,0,24,0,0,0,1,0,0,0.64,-0.013,0.79,,0.47,12.85,25,,,Aaron Nola,nolaaa01
6,274,28,Apr 27,PHI,@,CHC,,,,5,7,3,1,1,1,6,0,0,5.4,4.33,24,99,73,14,15,3,14,3,2,0,72,,,0,0,0,23,2,0,0,0,0,0,0.97,0.323,0.98,,2.43,23.35,40,,,Aaron Nola,nolaaa01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Nola,nolaaa01
7,275,33,May 3,PHI,,ARI,,,,5,6,4,0,0,1,8,0,1,4.61,3.91,23,109,69,21,13,8,5,5,0,0,71,,,0,0,0,21,1,0,0,1,0,0,0.6,0.176,0.69,,3,29.9,52,,,Aaron Nola,nolaaa01
8,276,38,May 9,PHI,@,CLE,,,,5,5,6,4,4,2,5,2,1,4.89,4.36,23,87,56,17,7,7,8,1,1,0,42,,,0,0,0,20,0,0,0,0,0,0,0.81,-0.143,0.93,,-1.56,7.85,18,,,Aaron Nola,nolaaa01
,,,,,,,,,,4.7,46,47,26,25,15,50,8,3,4.89,4.36,196,780,,,,0.86,,,,0,50,,,2,1,0,177,8,0,0,3,0,0,0.9,-0.258,1,,-1.05,118.5,231,,,Aaron Nola,nolaaa01
1,30,3,Mar 30,WSN,,PHI,,,,99,6.1,7,0,0,2,5,0,0,0,2.47,27,93,64,13,7,7,13,4,1,0,62,,,0,0,0,25,0,0,0,1,0,0,1.01,0.285,0.9,,2.5,22.85,44,,,Mitchell Parker*,parkemi01
2,31,8,Apr 5,WSN,,ARI,,,,5,6,2,1,1,4,2,0,0,0.73,3.43,23,82,48,13,7,7,10,4,3,0,62,,,0,0,0,19,0,0,0,1,0,0,0.76,0.202,0.53,,1.91,15.9,31,,,Mitchell Parker*,parkemi01
3,32,13,Apr 11,WSN,@,MIA,,,,5,6,5,4,3,2,3,0,1,1.96,3.48,27,96,66,10,12,16,5,2,1,0,49,,,1,0,0,23,1,1,0,0,0,0,0.98,-0.091,0.84,,-0.75,8.7,22,,,Mitchell Parker*,parkemi01
4,33,18,Apr 16,WSN,@,PIT,,,,4,6,4,1,1,1,6,1,1,1.85,3.68,24,89,58,9,12,7,9,6,0,0,65,,,0,0,0,22,0,0,0,0,0,0,0.9,0.17,0.68,,2.07,19.9,37,,,Mitchell Parker*,parkemi01
5,34,23,Apr 22,WSN,,BAL,,,,5,8,1,0,0,2,4,0,0,1.39,3.47,27,99,69,18,9,5,16,2,7,0,82,,,0,0,0,25,0,0,0,0,0,0,0.64,0.26,0.42,,3.88,28.2,46,,,Mitchell Parker*,parkemi01
6,35,28,Apr 27,WSN,,NYM,,,,4,5,7,7,6,5,0,0,0,2.65,3.83,26,96,59,9,9,11,10,3,1,0,22,,,0,0,0,19,2,0,0,1,2,0,0.68,-0.385,0.54,,-4.57,-7.95,-3,,,Mitchell Parker*,parkemi01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitchell Parker*,parkemi01
7,36,33,May 2,WSN,@,CIN,,,,4,4,4,5,5,4,1,0,1,3.48,4.07,21,83,48,14,7,8,7,2,3,0,31,,,0,0,0,16,2,0,0,0,0,0,0.8,-0.26,0.58,,-2.86,-4.4,0,,,Mitchell Parker*,parkemi01
8,37,39,May 9,WSN,,STL,,,,6,4,7,4,4,2,5,0,0,3.97,3.9,21,96,59,14,7,3,11,7,0,0,35,,,0,0,0,17,3,0,0,0,2,0,0.97,-0.218,0.63,,-2.06,5.6,15,,,Mitchell Parker*,parkemi01
,,,,,,,,,,4.7,45.1,37,22,20,22,26,1,3,3.97,3.9,196,734,,,,0.79,,,,0,51,,,1,0,0,166,8,1,0,3,4,0,0.84,-0.037,0.65,,0.12,88.8,192,,,Mitchell Parker*,parkemi01
1,1,2,Mar 29,MIL,@,NYY,,,,99,1,2,2,2,1,1,1,0,18,17.1,6,22,11,4,0,1,3,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,-1.51,-1.55,0,,,Chad Patrick,patrich01
2,2,5,Apr 1,MIL,,KCR,,,,2,4.2,3,0,0,3,5,0,0,3.18,5.4,20,86,54,12,6,2,10,4,3,0,60,,,0,0,0,17,3,0,1,0,0,0,0.9,0.22,0.67,,2.13,16.9,29,,,Chad Patrick,patrich01
3,3,10,Apr 6,MIL,,CIN,,,,4,5.1,2,1,1,3,4,1,0,2.45,5.56,20,80,46,11,8,3,10,1,4,0,61,,,0,1,0,17,0,0,0,0,0,0,0.74,0.219,0.68,,1.82,19,31,,,Chad Patrick,patrich01
4,4,15,Apr 12,MIL,@,ARI,,,,5,4.1,5,0,0,2,3,0,0,1.76,4.86,18,77,49,11,5,7,6,3,0,0,54,,,0,1,0,16,1,0,0,1,0,0,1.31,0.252,1.39,,2.29,11.55,22,,,Chad Patrick,patrich01
5,5,21,Apr 19,MIL,,ATH,,,,6,6,7,2,2,0,7,1,0,2.11,4.32,23,94,61,13,16,4,12,5,2,0,57,,,1,1,0,23,1,0,0,1,0,0,1.21,0.044,1.17,,1.09,19.3,37,,,Chad Patrick,patrich01
6,6,27,Apr 25,MIL,@,STL,,,,5,4.1,4,2,2,2,2,0,0,2.45,4.19,18,70,42,11,2,3,11,6,1,0,47,,,1,1,1,15,0,0,0,0,1,0,1.06,0.073,1.06,,1,6.15,13,,,Chad Patrick,patrich01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chad Patrick,patrich01
7,7,32,May 1,MIL,@,CHW,,,,5,5.2,6,3,3,0,4,0,0,2.87,3.74,23,102,63,10,10,4,15,6,2,0,49,,,1,0,0,23,2,0,0,0,0,0,0.82,0.123,0.78,,1.45,11.15,20,,,Chad Patrick,patrich01
8,8,37,May 6,MIL,,HOU,,,,4,6.2,4,3,3,1,6,1,1,3.08,3.81,26,91,59,16,4,8,10,3,2,0,59,,,0,0,0,23,1,0,0,0,0,0,0.63,0.051,0.56,,0.5,21.4,39,,,Chad Patrick,patrich01
9,9,41,May 11,MIL,@,TBR,,,,4,4.1,6,2,2,2,4,0,0,3.19,3.69,21,81,54,10,9,3,12,8,2,0,45,,,0,0,0,18,3,0,0,0,1,0,1.35,-0.114,1.05,,-0.49,8.95,19,,,Chad Patrick,patrich01
,,,,,,,,,,4.4,42.1,39,15,15,14,36,4,1,3.19,3.69,175,703,,,,0.39,,,,0,54,0,,3,4,1,157,11,0,1,2,2,0,0.95,0.868,0.87,,8.29,112.85,210,,,Chad Patrick,patrich01
1,95,6,Mar 30,CHC,@,ARI,,,,99,0.1,1,0,0,0,0,0,0,0,3.1,2,4,3,1,0,1,1,0,0,0,,1,1,0,0,0,2,1,0,0,0,0,0,0.18,-0.016,0.16,,-0.77,0.15,1,,,Colin Rea,reaco01
2,96,7,Mar 31,CHC,@,ATH,,,,0,3,4,0,0,0,1,0,0,0,2.5,12,40,24,4,5,4,7,5,0,0,,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,,1.4,6.35,12,,,Colin Rea,reaco01
3,97,13,Apr 7,CHC,,TEX,,,,6,2,0,0,0,0,1,0,0,0,2.35,6,23,16,7,2,1,4,1,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.03,0.004,0.03,,0.98,6.5,9,,,Colin Rea,reaco01
4,98,18,Apr 13,CHC,@,LAD,,,,5,3.2,4,1,1,1,5,0,0,1,1.88,16,68,42,12,8,3,7,3,0,0,53,,,0,0,0,15,0,0,0,0,0,0,1.02,0.065,1.12,,0.7,13.25,23,,,Colin Rea,reaco01
5,99,22,Apr 18,CHC,,ARI,,,,4,4.2,5,1,1,0,5,0,0,1.32,1.57,20,69,47,16,7,7,8,5,1,0,55,,,0,0,0,20,2,0,0,0,0,1,0.98,0.074,1.07,,0.86,15.5,26,,,Colin Rea,reaco01
6,100,27,Apr 25,CHC,,PHI,,,,6,5,3,0,0,2,7,0,0,0.96,1.55,20,92,59,19,8,4,7,4,1,0,66,,,1,0,0,18,1,0,0,0,0,0,0.93,0.256,1.14,,2.45,26.25,42,,,Colin Rea,reaco01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin Rea,reaco01
7,101,32,May 1,CHC,@,PIT,,,,5,6,4,2,2,2,2,1,0,1.46,2.54,23,73,46,15,4,6,13,3,6,0,56,,,0,0,0,21,1,0,0,1,0,0,0.86,0.126,1.03,,1.07,13.9,28,,,Colin Rea,reaco01
8,102,37,May 6,CHC,,SFG,,,,4,5,8,5,4,2,4,1,0,2.43,3,24,92,57,16,7,8,10,2,1,0,35,,,0,0,0,20,1,0,0,1,1,0,0.81,-0.276,1.02,,-2.55,5.25,15,,,Colin Rea,reaco01
9,103,42,May 12,CHC,,MIA,,,,5,6.2,6,2,2,2,4,1,0,2.48,3.32,25,98,57,18,6,8,11,6,3,0,56,,,0,0,1,23,0,0,0,2,0,0,0.73,0.263,0.86,,1.33,18.2,36,,,Colin Rea,reaco01
,,,,,,,,,,4.4,36.1,35,11,10,9,29,3,0,2.48,3.32,148,559,,,,0.62,,,,0,54,1,,1,0,1,137,6,0,0,5,1,1,0.76,0.496,0.89,,5.46,105.35,192,,,Colin Rea,reaco01
1,36,1,Mar 27,SFG,@,CIN,,,,99,1,1,0,0,0,2,0,0,0,-0.9,4,19,12,3,3,2,0,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.79,0.05,0.75,,0.54,5.65,9,,,Randy Rodríguez,rodrira02
2,37,2,Mar 29,SFG,@,CIN,,,,1,1,0,0,0,0,2,0,0,0,-0.9,3,17,11,3,2,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.6,0.046,0.58,,0.54,6.25,9,,,Randy Rodríguez,rodrira02
3,38,6,Apr 2,SFG,@,HOU,,,,3,1,1,0,0,0,2,0,0,0,-0.9,4,12,10,4,4,1,1,0,1,0,,3,2,0,0,0,4,0,0,0,0,0,0,2.68,0.076,2.71,,0.31,9.65,15,,,Randy Rodríguez,rodrira02
4,39,7,Apr 4,SFG,,SEA,,,,1,1.2,0,0,0,0,2,0,0,0,-0.33,5,15,10,1,3,2,1,1,0,0,,3,0,0,0,0,5,0,0,0,0,0,0,1.72,0.224,1.69,,2.01,7.75,11,,,Randy Rodríguez,rodrira02
5,40,9,Apr 6,SFG,,SEA,,,,1,0.2,1,0,0,0,1,0,0,0,-0.27,3,13,8,1,2,1,1,0,0,0,,2,1,0,0,0,3,0,0,0,0,0,0,2.98,0.016,3.23,,-0.12,2.9,5,,,Randy Rodríguez,rodrira02
6,41,12,Apr 9,SFG,,CIN,,,,2,1,1,0,0,0,1,0,0,0,-0.05,4,14,10,6,0,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.94,0.052,1.03,,0.47,3.65,6,,,Randy Rodríguez,rodrira02
7,42,14,Apr 12,SFG,@,NYY,,,,2,1,1,0,0,0,2,0,0,0,-0.17,4,19,12,2,3,0,2,1,0,0,,3,3,1,0,0,3,0,0,0,0,1,0,0.55,-0.046,0.58,,-0.67,5.65,9,,,Randy Rodríguez,rodrira02
8,43,16,Apr 14,SFG,@,PHI,,,,1,1,1,0,0,0,1,0,0,0,-0.02,4,17,11,3,2,1,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,1.81,0.074,2.02,,0.5,3.65,6,,,Randy Rodríguez,rodrira02
9,44,17,Apr 15,SFG,@,PHI,,,,0,0.1,0,0,0,0,0,0,0,0,0.1,1,6,4,1,0,0,1,1,0,0,,2,0,1,0,0,1,0,0,0,0,0,0,1.78,0.048,2.02,,0.5,0.75,1,,,Randy Rodríguez,rodrira02
10,45,20,Apr 18,SFG,@,LAA,,,,2,1,0,0,0,0,0,0,0,0,0.41,3,7,4,1,0,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.31,0.023,0.32,,0.49,2.25,3,,,Randy Rodríguez,rodrira02
11,46,27,Apr 25,SFG,,TEX,,,,6,2,2,0,0,0,3,0,0,0,0.36,7,24,15,4,3,1,3,1,0,0,,0,0,0,1,0,7,0,0,0,0,0,0,0.53,0.057,0.58,,0.94,9.3,15,,,Randy Rodríguez,rodrira02
12,47,30,Apr 29,SFG,@,SDP,,,,3,1,1,2,2,0,0,1,1,1.42,1.84,6,29,18,3,2,1,4,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,1,0.46,-0.14,0.6,,-1.49,-2.95,-3,,,Randy Rodríguez,rodrira02
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Randy Rodríguez,rodrira02
13,48,32,May 1,SFG,,COL,,,,1,1,0,0,0,1,2,0,0,1.32,1.86,4,19,11,3,2,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.035,0.55,,0.47,5.65,9,,,Randy Rodríguez,rodrira02
14,49,34,May 3,SFG,,COL,,,,1,1,2,0,0,0,1,0,0,1.23,1.81,5,15,11,3,2,2,2,1,0,0,,2,2,0,0,0,5,0,0,0,0,0,0,1.88,-0.067,2.07,,-0.19,7.05,12,,,Randy Rodríguez,rodrira02
15,50,37,May 6,SFG,@,CHC,,,,2,1,1,0,0,1,2,0,0,1.15,1.83,5,17,13,2,6,0,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.59,0.073,1.82,,0.49,5.05,9,,,Randy Rodríguez,rodrira02
16,51,40,May 10,SFG,@,MIN,,,,3,1,0,0,0,0,3,0,0,1.08,1.54,3,12,10,1,4,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.41,0.031,0.45,,0.5,8.25,12,,,Randy Rodríguez,rodrira02
17,52,42,May 12,SFG,,ARI,,,,1,1,0,0,0,0,2,0,0,1.02,1.4,3,13,9,3,4,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.47,0.035,0.57,,0.47,6.25,9,,,Randy Rodríguez,rodrira02
,,,,,,,,,,1.9,17.2,12,2,2,2,26,1,1,1.02,1.4,68,268,,,,0.63,,,,0,,15,,2,1,0,64,2,0,0,0,1,1,1.14,0.587,1.23,,5.75,86.75,137,,,Randy Rodríguez,rodrira02
